cycle,country,irrigation,sun,temperature,yield
C5,Spain,2.704429128,454.1614796,25.02165451,9.15
C4,Spain,4.125935914,714.7188551,18.39519162,11.8
C4,Netherlands,3.47825805,370.6176181,18.88739093,9.84
C4,Spain,3.716027779,714.2525895,27.90677726,6.68
C5,Spain,4.139476213,454.3197294,19.63189295,11.16
C3,Spain,3.37250932,616.8276015,19.34937517,10.61
C2,Netherlands,3.641584887,287.6632662,25.90010099,6.91
C3,Spain,3.913611673,615.3859495,17.00163254,10.17
C3,Spain,3.688495098,615.1840523,20.01714041,13.21
C2,Spain,3.488279429,466.4942369,20.12583906,11.65
C4,Netherlands,3.626006157,370.4786182,22.78922011,9.45
C4,Spain,3.619236617,715.5925924,19.64625071,13.3
C5,Netherlands,4.26295516,242.2639462,24.53144553,6.2
C5,Netherlands,3.932455278,242.964181,21.96746381,8.83
C3,Netherlands,3.402810458,426.9463592,26.06168658,6.36
C2,Spain,4.342359885,464.6154117,17.88636557,11.14
C2,Spain,2.547625887,466.4862192,23.71292784,7.16
C1,Netherlands,4.956748181,127.0936869,16.00158886,6.87
C1,Spain,3.778845393,342.8432895,23.56274071,8.86
C3,Spain,3.303313359,616.0930842,24.27988338,10.21
C5,Spain,4.286296488,455.6740269,19.36774723,10.16
C4,Spain,4.547516432,714.9759249,22.29418422,8.5
C6,Spain,3.936681232,270.3826388,27.55656456,5.82
C4,Spain,4.188623959,716.1393513,16.97126213,11.55
C3,Spain,3.629791527,616.47294,21.42368063,13
C2,Spain,3.860223677,465.7701088,14.67836193,8.19
C1,Spain,3.127863512,343.585517,18.69472172,7.99
C5,Spain,3.430589664,453.63871,16.37361209,8.81
C2,Spain,3.083300573,466.0252922,20.61963274,8.35
C5,Spain,4.572584572,452.3031254,21.27292959,8.51
C5,Netherlands,3.560044288,242.0392344,29.29080053,3.7
C3,Netherlands,3.235937886,425.8071474,27.45291857,5.07
C1,Spain,3.480926102,344.3725895,24.89968349,7.78
C1,Spain,4.206822728,343.5106625,20.91855858,9.25
C6,Netherlands,3.668981186,88.23315017,24.96847529,4.67
C4,Spain,3.454607466,713.9815312,18.85898676,11.13
C2,Netherlands,2.880140826,285.7995003,17.17311962,6.13
C6,Netherlands,3.158248179,89.16506261,20.51591497,7.02
C6,Netherlands,3.662340085,89.73517689,20.56575077,10.14
C2,Spain,3.796929073,464.274133,25.50210194,7.65
C6,Spain,2.957348822,270.4876481,13.46793894,4.71
C1,Spain,3.141573402,342.7814452,24.39615645,10.3
C5,Spain,4.170467233,452.3660137,21.32342516,9.81
C4,Spain,3.909139817,715.0441918,26.33301322,6.78
C6,Spain,3.899846182,269.2363327,22.82189008,8.96
C4,Netherlands,3.580842744,372.0301329,18.97200239,10.88
C5,Spain,3.563748786,454.0782359,21.59429677,12.02
C4,Spain,3.793411152,714.6876615,19.00630861,13
C5,Spain,3.8643088,452.7808303,25.79592841,7.33
C4,Netherlands,4.559480417,369.8021512,13.93673642,6.44
C1,Netherlands,3.543401502,127.9329325,20.79448029,9.89
C6,Spain,4.42994631,271.2939556,20.33586675,7.46
C4,Netherlands,3.191903661,372.0155071,17.03778529,6.45
C4,Spain,4.056665979,714.26297,19.57625406,11.91
C2,Netherlands,3.460838616,284.2647589,18.26337394,8.68
C4,Spain,3.192168571,716.9003065,21.96921495,11.5
C6,Netherlands,4.695324673,87.15181298,22.91917298,4.26
C6,Spain,3.834874441,270.5046593,23.15057861,9
C5,Netherlands,4.274438562,244.62592,19.24849009,8.95
C1,Netherlands,4.022227669,126.1412039,17.05363276,8.55
C4,Netherlands,4.180292445,371.5458474,18.2332771,10.03
C1,Spain,3.673227624,343.7676683,20.59981416,12.53
C1,Spain,3.168267605,342.0196888,21.39486706,9.84
C4,Netherlands,4.184047957,371.6461661,23.4642739,7.46
C2,Spain,3.084982386,464.3739319,22.5190996,9.56
C3,Spain,4.061096568,616.9468386,16.83357483,11.3
C4,Netherlands,2.969873383,371.6706039,22.80697743,8.09
C3,Spain,4.802925413,616.6115778,15.97497623,10.7
C4,Spain,3.500356927,715.1535464,25.69510562,7.72
C1,Spain,2.516100139,341.1778986,22.18015764,7.88
C4,Spain,3.60675609,716.2818731,15.92328183,8.88
C3,Spain,3.166070204,617.1397481,24.08120225,11.2
C1,Netherlands,3.715065348,126.5576738,22.05579722,8.36
C4,Netherlands,4.207182865,370.7079428,22.42880127,7.68
C2,Spain,3.861742914,465.2668285,20.14502453,13.06
C5,Netherlands,2.892192642,243.0300202,21.28789113,7.61
C4,Spain,3.672892415,714.997179,19.5759355,13.87
C2,Netherlands,3.58540495,284.9899557,20.9188359,10.45
C3,Spain,4.063969499,616.7204418,23.39463403,9.17
C6,Spain,4.377514752,269.8883573,17.15864685,10.71
C2,Spain,3.779636985,466.1589037,24.76697219,7.92
C5,Netherlands,3.548104442,240.7752075,18.35925992,8.05
C2,Spain,3.536960553,467.5941625,16.46569477,8.85
C6,Netherlands,3.912423639,90.70575597,21.59171505,7.05
C4,Netherlands,3.639895523,372.1742292,20.50014545,11.62
C2,Spain,2.493622106,465.8348748,18.2065395,8.13
C4,Netherlands,4.048024838,372.2677498,21.52608613,8.3
C3,Netherlands,3.286619675,425.3018653,22.45694414,10.05
C5,Netherlands,3.538284032,240.5947712,18.00248944,8.21
C6,Netherlands,3.391389658,88.25760538,15.99947652,5.5
C2,Spain,3.726865415,467.2903808,20.36442808,12.69
C5,Netherlands,3.867308477,242.4292667,18.11503076,10.08
C2,Spain,4.135784363,465.426908,18.5583093,11.62
C5,Spain,4.909429324,454.7646513,20.20768922,8.11
C2,Spain,3.384227596,462.7957289,22.65347928,12.99
C3,Netherlands,4.30746768,427.3282688,13.78744629,5.97
C6,Spain,4.442306549,270.5386558,20.05680166,8.38
C6,Spain,4.158799488,270.2857878,16.10733679,8.96
C3,Spain,3.119861081,616.1299079,24.35614468,10.4
C4,Spain,3.893899199,714.6929854,17.86146791,12.45
C2,Spain,4.987416827,466.0868434,19.34254558,7.72
C3,Spain,3.653322821,617.7691857,14.67819523,7.52
C3,Netherlands,3.619046067,426.8732053,16.48815524,8.81
C5,Netherlands,4.572362066,242.4194656,13.31742006,4.57
C3,Netherlands,4.192917498,426.9204582,18.91009252,10.9
C3,Netherlands,4.138046631,426.7129436,23.68798571,7.28
C4,Netherlands,3.048880158,370.936219,21.00012829,8.82
C1,Netherlands,3.657950677,126.9961044,24.13461808,6.82
C6,Spain,4.367865313,270.166689,16.84793475,10.49
C5,Spain,4.862694386,452.6415577,22.04409624,7.57
C3,Spain,3.382871018,614.8308798,22.82971683,10.59
C1,Spain,3.7504106,343.53004,18.74930396,10.68
C1,Netherlands,3.859296167,128.1966423,15.96189593,6.63
C3,Netherlands,4.533724154,425.6529526,22.78527592,6.65
C4,Spain,4.422715129,714.9202344,20.47182546,8.51
C6,Spain,3.601848302,270.5295849,19.97553376,11.08
C6,Netherlands,3.421395,90.11925108,24.08969489,7.23
C6,Netherlands,3.31374475,89.64834868,20.19750351,7.14
C2,Netherlands,3.096065072,287.0517364,18.24308803,6.43
C6,Netherlands,4.581096627,89.85729767,22.86122499,4.16
C4,Spain,3.197979553,714.1863467,17.97253796,7.88
C3,Spain,3.306981098,616.8214865,18.04271512,9.37
C5,Spain,4.55083866,455.0645852,17.26896487,10.07
C2,Spain,3.708527011,465.9460699,15.7819462,8.83
C2,Spain,4.046313511,465.2068777,23.5577437,8.03
C3,Spain,4.061361461,613.0514828,22.30171763,9.26
C3,Netherlands,3.725349287,425.6385804,19.139389,11.01
C5,Netherlands,3.911643061,242.416636,22.58026082,7.86
C6,Spain,4.615033484,269.4534645,27.17536767,5.56
C4,Spain,3.830845235,714.8552125,19.94217474,12.86
C5,Spain,5.20406239,453.6948376,20.15322931,7.86
C6,Netherlands,4.467410485,90.65196439,20.54500622,5.54
C3,Spain,2.714521558,614.8847886,17.93646386,7.5
C5,Netherlands,4.394638511,243.3244279,17.72944715,8.71
C6,Netherlands,4.302457735,91.62637701,20.15418122,5.96
C3,Spain,3.175967359,614.8537425,20.2725189,9.55
C2,Spain,3.591276843,465.3660884,18.18254877,10.91
C5,Netherlands,3.617156819,244.5572649,21.06464876,11.2
C1,Netherlands,3.369305156,127.0912283,23.14275863,8.99
C2,Spain,3.420640638,466.7021386,22.17804357,12.21
C1,Spain,4.577393883,343.179604,16.45914699,11.14
C3,Spain,3.052575551,614.4449004,21.672989,9.84
C1,Spain,4.138556,344.2055169,13.38067725,6.44
C4,Spain,3.829112779,714.5909706,19.23231755,13.05
C6,Spain,4.077790816,270.3680408,19.8921544,10.8
C3,Spain,4.712518979,615.3450155,23.47372384,7.37
C1,Spain,4.253274707,342.0134208,24.84869578,6.62
C3,Netherlands,4.400438167,425.0363098,22.50127776,6.56
C4,Spain,3.9588206,715.5546255,23.20076494,9.49
C1,Spain,4.521197387,340.8305682,26.08095328,5.13
C1,Spain,3.231090578,341.6633879,20.11742156,9.26
C2,Netherlands,4.466066697,285.9261452,18.07990177,9.6
C1,Spain,4.195899787,342.8615286,19.01047956,10.62
C6,Netherlands,3.034854888,88.51275279,19.58085457,5.79
C1,Spain,3.638907485,340.5747802,18.46482641,11.27
C3,Spain,3.780668174,615.1047181,18.33521699,11.12
C4,Spain,3.327303512,713.9107331,28.54192149,5.26
C5,Spain,4.125558035,453.4566927,29.75326274,5.31
C6,Spain,3.912190621,270.8506536,21.67857117,10.64
C4,Spain,4.852959607,713.0371864,23.67503802,7.29
C4,Netherlands,3.995651352,370.305886,22.53545651,8.12
C1,Netherlands,4.286359227,124.5849955,22.09603587,6.5
C5,Spain,4.113664084,454.4187651,16.45055125,10.18
C5,Netherlands,3.312400047,242.1593103,16.30799248,6.32
C4,Spain,3.49537443,713.7975986,24.96392092,9.31
C3,Spain,3.906759884,614.699536,13.7648078,7.57
C5,Spain,4.165066038,455.6107067,22.07042881,8.03
C5,Spain,3.051911468,454.6864509,23.60319003,9.94
C6,Spain,4.447934605,269.4171624,22.4979857,7.29
C4,Spain,3.435758102,716.805641,16.42036416,8.99
C6,Spain,4.346040554,270.1886225,21.65336569,7.65
C6,Spain,3.810176281,270.5905664,16.10728443,8.74
C2,Spain,3.916788707,465.4330533,19.90383967,12.15
C5,Netherlands,3.472449782,242.5218179,21.80332301,10.58
C6,Spain,4.543445385,270.9139649,19.02759004,8.02
C6,Spain,2.30312689,269.9354307,20.43115701,7.29
C4,Spain,3.235751673,714.5321186,26.58641331,6.84
C2,Netherlands,3.269114381,286.2974858,18.40498669,7.86
C4,Spain,3.501267602,715.7560166,16.84202375,9.37
C6,Spain,3.140815549,269.3841673,25.44180839,9.1
C4,Netherlands,3.385651611,368.0665842,20.10503339,9.79
C3,Spain,3.443496733,615.2846019,20.23057647,12.4
C1,Netherlands,3.718198794,128.9982748,26.84051855,4.45
C2,Netherlands,4.029271023,285.9355124,17.95017473,10.35
C6,Spain,3.203367052,270.3357347,23.48648045,11.01
C6,Netherlands,4.523667947,88.07855186,20.84684531,5.58
C6,Netherlands,3.733317747,90.25917939,22.18289415,8.79
C1,Spain,5.209243075,340.9362763,19.98427122,7.78
C2,Spain,4.523463001,465.5989244,19.14573058,9.26
C6,Netherlands,4.141328518,89.57803509,16.41532373,6.79
C2,Netherlands,4.361439856,285.5220775,29.04479806,3.45
C6,Spain,4.132370566,270.4168126,22.60627189,7.81
C5,Netherlands,3.626286909,242.17576,19.83503768,11.41
C3,Netherlands,2.653252449,425.6564916,20.19761475,7.55
C3,Netherlands,4.118582177,428.2439768,13.25617622,5.12
C4,Spain,3.378216783,716.8753142,14.22522502,6.7
C1,Spain,3.985306448,343.9010468,23.64308865,8.45
C6,Spain,3.874916738,272.1763281,14.64853469,7.31
C6,Netherlands,3.473115911,88.17810835,23.15468428,8.56
C4,Netherlands,3.911371211,370.8851648,22.44560488,8.13
C3,Spain,3.264842963,614.7852819,22.06563975,11.57
C4,Netherlands,4.660254685,369.3480292,20.69446577,7.59
C3,Netherlands,4.07729869,426.1035124,18.78283285,11.88
C3,Spain,2.978281796,614.7022791,27.78639527,8
C2,Spain,3.903350926,467.4776018,25.51833064,6.81
C4,Spain,2.766917268,714.902528,20.01943068,8.62
C2,Spain,4.250760461,465.3015974,16.84742967,10.3
C4,Spain,5.058927008,713.0831661,17.57572908,8.28
C6,Spain,3.43551427,270.3748417,13.75655822,7.07
C3,Spain,4.346627292,614.8361808,24.69803419,7.49
C6,Netherlands,2.622424544,88.58388672,18.94373093,4.73
C3,Spain,3.818958969,614.2921447,20.12961224,12.32
C5,Spain,3.453743151,452.9849638,20.51984845,11.37
C2,Spain,3.453234439,467.1323255,23.44031782,10.23
C6,Spain,4.112302484,270.6284154,21.39311413,8.32
C1,Spain,4.454654722,345.2236878,15.15393682,8.17
C4,Spain,3.682660226,715.4729431,19.07919049,11.92
C6,Netherlands,4.118308101,87.96153618,19.8465347,8.13
C1,Spain,3.48669701,343.8011347,22.50172057,11.54
C5,Spain,4.892977842,454.037969,23.31706154,7.58
C3,Netherlands,4.356880945,425.8313212,13.44664008,5.76
C2,Netherlands,3.705331341,283.7679377,21.22731379,11.03
C1,Spain,4.149756669,341.8449434,14.2290155,7.52
C2,Spain,3.707334892,465.3963531,24.06334627,8.62
C3,Spain,3.367371151,615.9437478,17.63868759,9.18
C2,Spain,3.861221068,464.6768837,18.63912099,12.55
C2,Netherlands,4.534290973,283.4760576,17.55674981,9.53
C6,Spain,2.847500809,270.2809735,24.6141949,7.92
C4,Netherlands,3.135892226,370.635221,18.30338146,8.26
C1,Spain,3.626830584,343.4020362,22.78428957,11.18
C5,Spain,3.597935837,451.169771,21.37122656,13.99
C2,Netherlands,3.551812028,285.3688355,24.52245921,8.26
C2,Spain,4.259227903,466.6546437,17.133711,11.54
C6,Spain,4.902736243,271.0359041,20.43092362,6.77
C5,Netherlands,3.591938586,242.2952774,24.03511997,8.3
C1,Spain,3.690561598,342.3186791,21.34726164,11.06
C3,Netherlands,3.256269109,425.4214008,13.69788997,6.25
C4,Spain,2.895667383,715.138737,17.79210357,7.51
C5,Spain,4.172881608,454.1369707,22.12050069,9.43
C2,Spain,4.206607209,465.1147794,21.35727469,9.31
C3,Spain,3.386850984,614.8192894,25.18885556,9.24
C4,Spain,3.378495414,713.8127802,25.90450859,8.59
C5,Netherlands,4.514493463,243.4539441,23.54002671,4.93
C2,Netherlands,4.394142432,284.7088021,16.95458246,9.59
C1,Netherlands,3.245365648,127.5515496,19.02883652,6.27
C5,Spain,3.829464653,454.8357651,27.34301115,6.93
C2,Spain,4.117457502,466.4733372,20.11051363,10.12
C3,Spain,4.063617152,614.673052,18.6479527,11.92
C5,Netherlands,3.285349619,241.3010218,27.21093622,4.32
C4,Netherlands,3.281558399,369.6040457,22.28863704,10.99
C1,Netherlands,4.330387847,126.6148177,22.25422767,5.65
C5,Spain,4.357784848,452.2355684,19.42371239,10.68
C6,Spain,3.108933052,270.0606058,15.61129929,6.61
C5,Spain,4.449770962,452.8750244,28.61714129,5.11
C6,Netherlands,2.758007931,88.98322638,15.45375594,3.53
C1,Netherlands,3.848934477,127.3753,21.92159386,7.31
C6,Spain,4.475366956,270.5099474,14.76372778,8.29
C3,Spain,4.007739447,615.1554442,13.76663915,6.97
C4,Spain,3.438313873,713.7088388,13.61859339,6.88
C2,Spain,4.667566859,467.0554123,26.42671952,5.01
C3,Spain,4.554395604,614.2794515,19.90302264,8.66
C2,Netherlands,3.823017865,285.9032523,21.26102643,10.26
C6,Spain,3.368191134,269.6304078,16.37556547,7.08
C4,Netherlands,3.384020039,369.4114469,20.14793663,9.24
C3,Spain,3.048809506,615.8566175,20.44614566,8.74
C5,Spain,1.954644849,453.2549846,16.53764005,6.56
C3,Spain,3.782265891,617.2243222,19.86338993,12.97
C2,Spain,3.562370185,464.8922889,24.97779321,7.37
C5,Spain,4.614921271,453.1572762,20.99440821,7.65
C1,Spain,2.818506681,341.7011213,16.98435611,6.99
C3,Netherlands,3.620242768,426.8432634,26.91299614,6.08
C3,Netherlands,4.072541668,425.6141375,25.11021704,5.73
C5,Spain,3.660630944,454.6935782,25.94654705,7.4
C3,Netherlands,3.630580674,424.3889448,23.27539906,8.76
C5,Netherlands,4.154559256,240.2556898,20.85861113,8.51
C1,Spain,3.534666676,341.9577353,23.20751282,10.6
C3,Netherlands,3.823149708,426.1827588,21.43662343,10.5
C2,Netherlands,3.757250859,286.9987843,13.46639314,5.84
C3,Spain,3.571168593,614.7870887,15.99374647,7.77
C5,Spain,3.660861541,455.3228512,15.88455275,7.84
C5,Spain,3.926573965,453.7511705,20.78544737,12.09
C2,Spain,3.853418407,468.3859841,22.24633819,10.5
C2,Netherlands,2.938094972,283.9383736,26.32340528,8.54
C5,Spain,4.092797805,454.4540399,25.29459144,7.73
C6,Netherlands,2.931493128,89.04981252,21.21901119,6.85
C5,Spain,3.342410937,453.4935335,20.95520408,11.39
C3,Netherlands,3.206986096,423.5190627,15.13434826,5.65
C5,Spain,4.700115843,454.0204619,23.14819475,6.84
C2,Netherlands,4.087226758,287.3528208,17.92984744,10.91
C3,Netherlands,4.223266665,425.9681257,25.69931573,4.76
C5,Spain,4.486393766,454.5558807,17.41892371,10.84
C1,Netherlands,3.187262747,127.3095274,22.25288754,8.46
C2,Spain,3.986633283,465.477699,15.92946439,8.89
C6,Netherlands,3.972483392,89.7183796,20.2068606,7.43
C1,Spain,3.441030257,343.9150947,16.48585364,8.02
C3,Spain,4.274932207,614.8841171,24.17978838,7.6
C2,Spain,3.8463011,464.811025,21.38173905,11.21
C3,Spain,3.057062198,616.5993259,28.09865041,7.44
C4,Spain,4.169823145,715.1584363,16.3712448,10.27
C2,Spain,3.387940457,468.1587538,24.40568501,9.55
C3,Spain,3.702343408,615.2518437,22.69043768,10.88
C1,Spain,3.459088962,341.7266354,19.17863789,10.55
C3,Spain,3.194654853,615.4451339,13.88141844,6.2
C5,Spain,4.136105519,453.3130671,22.71023932,8.31
C5,Spain,3.549931375,453.5052562,15.69238962,7.33
C1,Spain,3.361964131,341.6442873,23.66275571,10.27
C3,Spain,3.767452267,615.0199801,23.51453512,8.08
C2,Spain,3.685482916,466.6734681,17.35351355,10.1
C1,Spain,3.211221366,341.742717,27.40583119,7.38
C3,Spain,3.747121832,615.9850998,23.43714095,9.93
C4,Netherlands,3.091402668,372.4291473,21.28673278,8.36
C5,Spain,4.1270375,453.7535765,22.69808627,7.73
C1,Netherlands,4.870995566,126.7277017,19.96195611,4.82
C3,Spain,2.968856924,614.312475,15.5995058,7.25
C4,Spain,3.635469713,714.4553336,21.61632228,11.52
C5,Spain,3.973056242,454.585237,19.46113427,12.04
C4,Spain,3.100839783,715.3031296,28.22000049,6.19
C6,Netherlands,3.507313544,89.54542018,15.03168858,5.58
C1,Spain,3.310934696,343.8244561,16.64695927,7.53
C3,Spain,3.566508593,616.4297826,25.2747515,8
C4,Spain,4.857120421,714.7597964,20.14084503,8.46
C4,Netherlands,4.648744882,370.6495748,17.07569509,7.92
C4,Spain,3.066428149,716.5277146,18.42867263,7.11
C2,Spain,4.062757825,466.4797879,15.29284024,8.78
C4,Netherlands,3.466865277,369.7880276,21.58513256,10.87
C3,Spain,3.708234456,616.4075559,25.7562112,8.77
C3,Spain,3.722745123,615.7207714,20.94522524,13.22
C3,Netherlands,3.684237243,424.517138,21.66872469,11.66
C5,Netherlands,4.762317664,242.822186,18.22005202,6.49
C4,Netherlands,3.693045274,370.0840422,22.3891265,10.16
C1,Spain,3.466023906,342.0283513,25.62871127,6.94
C5,Netherlands,4.497890584,243.5400708,14.65333826,6.33
C6,Spain,4.175808143,271.1961475,17.37213596,10.39
C2,Spain,4.22819586,465.9762278,26.23546547,6.32
C3,Spain,3.244062314,616.3935896,23.60586408,11.28
C2,Spain,3.937023553,466.1311099,15.17360988,8.03
C5,Netherlands,3.90005755,243.3533512,17.55664078,8.39
C2,Spain,2.807594243,465.6239492,18.96142298,7.67
C5,Netherlands,3.551586441,243.4675776,18.49725318,8.95
C6,Netherlands,4.394232199,90.53765156,14.76735295,4.66
C2,Spain,3.783054206,465.82416,16.78506916,8.84
C3,Netherlands,3.843340089,426.1646482,18.10847339,11.02
C6,Spain,4.063538923,270.7425234,16.54452673,9.51
C4,Netherlands,2.795898724,371.6327552,23.93830083,7.81
C3,Spain,4.135005658,614.9760393,20.46163585,10.31
C6,Netherlands,3.633253542,89.28104406,17.42179403,6.73
C3,Spain,4.065488597,615.3564537,24.2630636,8.22
C3,Netherlands,3.348674173,426.1344904,23.01345607,11.01
C4,Spain,4.394787325,715.0025728,19.16946554,11.17
C3,Spain,3.870274731,616.1048861,24.15573073,8.7
C5,Netherlands,3.952349824,243.154106,21.62168644,9.27
C6,Spain,3.230690715,271.1245203,21.47786598,9.99
C2,Spain,3.045444023,466.2733747,15.7909004,8.59
C4,Spain,2.89001597,715.6336123,19.38336454,8.49
C1,Spain,2.776751007,343.7068778,15.19677548,6.79
C6,Spain,4.194056162,269.5179247,19.31247082,11.34
C5,Netherlands,3.248718816,244.1833897,14.94881585,5.08
C6,Netherlands,3.410583499,89.51436325,17.07243389,5.36
C4,Spain,4.23836103,714.1032831,19.84761313,10.7
C2,Spain,4.147836491,466.6794641,21.42308259,8.91
C4,Spain,3.028979869,715.0066122,16.9200016,7.89
C5,Netherlands,4.045280977,243.3758141,15.40894664,6.35
C5,Netherlands,3.308099553,242.4351579,24.72538743,7.42
C6,Spain,4.001545534,269.611209,15.42876333,7.43
C1,Spain,3.67422445,344.6783149,20.93071644,11.51
C3,Netherlands,4.284049872,424.7649637,23.41455378,6.81
C2,Spain,3.001500722,465.2581947,16.74250766,8.02
C6,Spain,3.688929496,270.9527275,21.71391549,12.2
C5,Spain,3.803316306,451.1636004,22.64662891,9.01
C5,Spain,3.762696919,453.8723327,22.37517765,9.9
C2,Spain,4.666108663,466.2479821,14.77743475,8.31
C6,Netherlands,4.285794699,88.7739732,21.664636,6.33
C5,Netherlands,3.237287498,244.1805097,16.60009561,6.13
C1,Spain,3.127288971,343.0316491,18.31686355,8.55
C1,Spain,3.785237693,343.2061325,25.99846303,7.21
C3,Netherlands,3.017225806,426.9720956,14.78929683,5.59
C6,Spain,3.93087043,270.0058042,24.50470436,8.22
C6,Netherlands,3.212607158,88.47640599,20.75978449,6.87
C6,Netherlands,4.915763848,90.99308469,14.2721376,5.89
C4,Netherlands,3.424688515,370.6891435,22.92994528,10.85
C2,Spain,3.101903897,465.9931345,24.43008463,10.6
C1,Netherlands,3.481493157,126.8144112,19.85883531,9.85
C1,Spain,4.154448139,342.4174337,23.42257642,8.83
C1,Spain,3.750737451,341.2849458,25.51181953,7.66
C1,Spain,3.202338106,342.8903963,20.92590094,10.28
C3,Spain,4.415380131,615.2214789,25.66760549,6.63
C5,Netherlands,4.293660698,240.7262733,19.46835738,8.45
C6,Spain,3.088800729,268.8075989,23.70509602,9.96
C1,Spain,3.626956161,342.4315429,23.27206657,10.02
C6,Spain,3.374079633,270.033199,22.50975187,11.47
C3,Spain,4.584780016,616.1825306,19.41480872,8.76
C4,Spain,3.681676906,713.9545631,19.96112459,12.77
C6,Netherlands,4.303882371,90.93186302,17.27699214,8
C5,Spain,3.41920322,455.5111355,18.06223371,9.6
C4,Spain,4.030707587,715.051558,22.09765753,10.48
C5,Spain,3.183463974,453.6309328,18.5605003,7.99
C6,Spain,3.502096169,271.8094351,22.57220739,11.07
C5,Netherlands,3.747922811,242.4042138,21.48758278,9.82
C5,Netherlands,4.435589767,243.4628194,18.87444383,7.14
C3,Netherlands,2.984948422,425.7851691,16.74355266,6.06
C2,Netherlands,3.545032099,284.5998917,18.50202193,9.6
C4,Spain,3.225185069,714.7373597,18.9617784,8.91
C5,Spain,4.775748164,454.1816919,21.70833123,8.18
C5,Spain,4.067469619,454.5780658,14.9995606,8.99
C1,Spain,3.09962933,341.0788704,24.58382313,9.94
C6,Spain,3.416657292,270.8736442,21.49668121,10.78
C1,Spain,3.624663732,341.5912119,14.81068521,8.92
C3,Netherlands,3.555628314,427.0179314,17.76841155,9.51
C5,Spain,3.462935523,455.8287394,16.50890891,7.29
C4,Netherlands,3.62909516,369.744391,21.05997596,11.63
C6,Netherlands,3.141545845,88.83191693,20.93362268,7.44
C4,Spain,3.57763865,713.7442705,18.95161598,10.76
C1,Spain,2.791728916,343.6368177,23.00224259,8.8
C1,Netherlands,4.388474627,127.5317548,14.9985009,6.38
C2,Spain,4.392848537,466.744011,23.93704052,8.22
C5,Spain,4.075090349,454.6302976,25.01925812,7.94
C5,Spain,3.641390972,454.9719858,16.98336463,9.78
C6,Netherlands,3.366197274,89.48086095,26.35952395,4.88
C1,Spain,2.804005524,341.5946619,22.66729544,8.14
C1,Spain,2.499777891,342.8707204,25.12302789,7.25
C1,Netherlands,3.461935903,127.2554128,23.41768922,8.51
C2,Netherlands,4.19454013,285.2871089,15.12615084,7.33
C6,Spain,2.702788136,270.8515945,17.71686407,7.04
C2,Spain,3.69638744,466.1565951,24.31626165,8.71
C2,Netherlands,3.543540975,285.0763887,14.69375865,6.38
C5,Netherlands,4.405535356,242.2055133,22.39811621,6.38
C2,Netherlands,3.846314989,286.2352096,22.08766916,8.31
C5,Spain,3.551200831,454.816713,19.72891524,12
C1,Spain,4.636551546,342.1941764,20.99073969,6.94
C5,Netherlands,3.743875534,241.2405934,17.86987813,9.58
C4,Spain,3.40728071,715.8545265,21.14744834,11.77
C6,Spain,3.588175825,269.7242193,22.16153657,11.16
C3,Spain,3.945757616,615.0400341,19.16301861,12.34
C1,Netherlands,3.516470739,127.0582116,16.47230144,6.72
C4,Spain,3.514230085,712.9754468,26.51447264,7.16
C3,Spain,3.971824353,616.4845077,29.30444545,6.28
C4,Spain,3.843236998,714.5167512,15.16681055,8.96
C3,Netherlands,3.251553811,425.4949085,14.86594348,6.45
C3,Spain,4.025936494,615.6579474,18.93640591,12.49
C2,Spain,4.683376875,465.2153663,26.32724112,5.31
C4,Spain,4.27053722,715.0113798,19.10747654,11.26
C6,Netherlands,4.263183271,89.75424747,17.50860798,8.67
C4,Spain,3.746905474,714.8388295,28.02568454,6.39
C1,Netherlands,3.819309362,127.8469565,17.56388049,9.46
C6,Netherlands,3.497303215,88.52032501,22.12415309,9.25
C5,Spain,3.891658264,454.7807951,15.91996298,9.21
C6,Netherlands,5.136942,88.18968647,21.56688931,4.62
C6,Spain,5.419839927,271.6899037,16.42819503,6.95
C6,Spain,3.575494066,269.3840924,18.06893848,8.68
C4,Spain,3.306489858,714.4259414,19.65669845,10.64
C4,Spain,3.919296957,714.8410012,23.0686249,8.95
C1,Spain,4.098414045,342.9111273,20.79807021,9.56
C1,Spain,4.056849864,342.5792425,16.90840315,10.87
C2,Spain,3.937920327,467.7322531,22.94115572,8.83
C6,Netherlands,4.277020519,89.39262168,21.62453921,5.77
C5,Spain,3.405163964,453.6591381,13.92261922,7.55
C5,Netherlands,3.836993454,243.9415234,15.07865331,6.12
C2,Netherlands,3.29740085,286.3520474,15.58652518,6.13
C6,Netherlands,2.474985307,88.62165577,17.74643146,4.7
C6,Spain,4.382766912,272.0896003,18.04742707,10.35
C6,Spain,3.570106372,270.9244328,22.04568794,11.9
C1,Netherlands,3.028099912,126.1795874,21.75592988,7.5
C1,Netherlands,4.000818962,127.3005395,24.69290973,5.62
C1,Spain,4.124302023,342.2002963,23.75561626,7.95
C4,Spain,4.000634152,714.391632,23.37779161,8.83
C5,Spain,3.718162492,453.5989706,21.13002348,12.3
C5,Netherlands,4.186284396,241.7608693,15.83636331,7.46
C3,Spain,4.250565317,616.3680998,22.15786212,8.95
C3,Spain,2.922850836,614.5759766,18.32059663,8.18
C4,Netherlands,3.645490033,367.9497736,23.30839676,8.9
C4,Spain,4.393642466,714.2933408,18.97624339,10.6
C5,Netherlands,3.650161685,240.7517562,16.2735598,8
